motionName,info
LMarmageddon,"[{'action': 'alert', 'frame': '1', 'delay': '-90'}, {'action': 'alert', 'frame': '0', 'delay': '-1980'}, {'action': 'swingO1', 'frame': '2', 'delay': '-450', 'pos': '-3, 0'}, {'action': 'swingO1', 'frame': '2', 'delay': '90', 'pos': '-3, 0'}]"
LMlightShadowGuard,"[{'action': 'swingO1', 'frame': '1', 'delay': '90'}, {'action': 'swingO1', 'frame': '0', 'delay': '360'}, {'action': 'swingO1', 'frame': '2', 'delay': '120'}]"
returnToPantheon,"[{'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'blink', 'frame': '0', 'delay': '-90'}, {'action': 'blink', 'frame': '0', 'delay': '-720'}, {'action': 'blink', 'frame': '0', 'delay': '720'}]"
DKropeConnect0,"[{'action': 'alert', 'frame': '2', 'delay': '-120'}]"
DKropeConnect1,"[{'action': 'rope', 'frame': '0', 'delay': '-90'}]"
DKropeConnect2,"[{'action': 'alert', 'frame': '0', 'delay': '150'}]"
DKimpactWave,"[{'action': 'swingT1', 'frame': '0', 'delay': '-90', 'pos': '5, 0'}, {'action': 'swingT1', 'frame': '0', 'delay': '-120', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '1', 'delay': '90', 'pos': '-37, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '90', 'pos': '-39, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '90', 'pos': '-40, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '90', 'pos': '-41, 0'}]"
DKdragonUpper,"[{'action': 'swingT3', 'frame': '1', 'delay': '-90', 'pos': '1, 0'}, {'action': 'swingT3', 'frame': '1', 'delay': '-90', 'pos': '2, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '-90', 'pos': '-22, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '90', 'pos': '-23, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '90', 'pos': '-24, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '90', 'pos': '-25, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '90', 'pos': '-22, 0'}]"
DKburstUp,"[{'action': 'alert', 'frame': '0', 'delay': '150'}, {'action': 'alert', 'frame': '1', 'delay': '150'}, {'action': 'alert', 'frame': '2', 'delay': '420'}, {'action': 'swingT1', 'frame': '1', 'delay': '360'}]"
DKextraKnockback,"[{'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'swingT3', 'frame': '1', 'delay': '510'}]"
DKflyingSword,"[{'action': 'alert', 'frame': '0', 'delay': '180'}]"
DKwingBeat,"[{'action': 'swingT3', 'frame': '0', 'delay': '-300'}, {'action': 'swingT3', 'frame': '2', 'delay': '60', 'pos': '1, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '60', 'pos': '2, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '60', 'pos': '3, 0'}]"
DKchainPulling,"[{'action': 'stabOF', 'frame': '0', 'delay': '-60', 'pos': '26, 0'}, {'action': 'stabOF', 'frame': '0', 'delay': '-60', 'pos': '42, 0'}, {'action': 'stabOF', 'frame': '0', 'delay': '-60', 'pos': '44, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '60', 'pos': '-20, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '60', 'pos': '-22, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '60', 'pos': '-24, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '120', 'pos': '-26, 0'}, {'action': 'stabOF', 'frame': '0', 'delay': '60', 'pos': '-1, 0'}, {'action': 'stabOF', 'frame': '0', 'delay': '60'}, {'action': 'stabOF', 'frame': '0', 'delay': '60', 'pos': '1, 0'}, {'action': 'stabOF', 'frame': '0', 'delay': '90'}]"
DKmedusa,"[{'action': 'swingT3', 'frame': '0', 'delay': '120'}, {'action': 'swingT3', 'frame': '1', 'delay': '120', 'pos': '-1, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '210', 'pos': '-5, 0'}]"
DKregainStr,"[{'action': 'swingT1', 'frame': '1', 'delay': '90'}, {'action': 'swingT1', 'frame': '0', 'delay': '90'}, {'action': 'swingT1', 'frame': '2', 'delay': '540'}]"
DKsoulCharge,"[{'action': 'alert', 'frame': '2', 'delay': '540'}, {'action': 'swingT1', 'frame': '1', 'delay': '810'}]"
DKgigaSlasher,"[{'action': 'swingT1', 'frame': '2', 'delay': '-60'}, {'action': 'swingT3', 'frame': '1', 'delay': '-90'}, {'action': 'swingT3', 'frame': '2', 'delay': '60'}, {'action': 'swingT2', 'frame': '0', 'delay': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '60'}, {'action': 'swingT1', 'frame': '2', 'delay': '60'}, {'action': 'swingT3', 'frame': '2', 'delay': '60'}, {'action': 'swingT2', 'frame': '0', 'delay': '90'}, {'action': 'swingT1', 'frame': '2', 'delay': '60'}, {'action': 'swingT3', 'frame': '1', 'delay': '90'}]"
DKpestopassing,"[{'action': 'swingTF', 'frame': '0', 'delay': '-90', 'pos': '0, -30'}, {'action': 'swingTF', 'frame': '1', 'delay': '-90', 'pos': '0, -30'}, {'action': 'swingT2', 'frame': '2'}, {'action': 'swingT3', 'frame': '1'}, {'action': 'swingTF', 'frame': '3', 'delay': '-90'}, {'action': 'swingT3', 'frame': '2', 'delay': '-90'}]"
DKenterTheDragon,"[{'action': 'swingT3', 'frame': '0', 'delay': '-60'}, {'action': 'swingT3', 'frame': '1', 'delay': '-60', 'pos': '-1, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '-240', 'pos': '-20, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '60', 'pos': '1, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '60', 'pos': '5, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '60', 'pos': '8, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '60', 'pos': '10, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '60', 'pos': '12, 0'}, {'action': 'stabO2', 'frame': '1', 'delay': '60'}, {'action': 'stabO2', 'frame': '1', 'delay': '60', 'pos': '-6, 0'}, {'action': 'stabO2', 'frame': '1', 'delay': '60', 'pos': '-8, 0'}, {'action': 'stabO2', 'frame': '1', 'delay': '60', 'pos': '-9, 0'}, {'action': 'stabO2', 'frame': '1', 'delay': '60', 'pos': '-10, 0'}, {'action': 'stabO2', 'frame': '1', 'delay': '60', 'pos': '-8, 0'}]"
DKearthQuake0,"[{'action': 'swingT1', 'frame': '0', 'delay': '-120', 'pos': '3, 0'}, {'action': 'swingTF', 'frame': '2', 'delay': '-60', 'pos': '3, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '-60'}, {'action': 'swingT2', 'frame': '2', 'delay': '540'}]"
DKearthQuake1,"[{'action': 'alert', 'frame': '2', 'delay': '300'}]"
DKdragonSlash0,"[{'action': 'swingT3', 'frame': '0', 'delay': '90', 'pos': '-1, 0'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'pos': '-6, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '90', 'pos': '-7, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '90', 'pos': '-15, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '90', 'pos': '-15, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '120', 'pos': '-15, 0'}]"
DKdragonSlash1,"[{'action': 'stabOF', 'frame': '2', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '90', 'pos': '-4, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '90', 'pos': '-6, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '90', 'pos': '-6, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '90', 'pos': '-6, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '120', 'pos': '-6, 0'}]"
DKdragonSlash2,"[{'action': 'swingTF', 'frame': '2', 'delay': '90', 'pos': '6, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '2, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '1, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '1, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '1, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '120', 'pos': '1, 0'}]"
ABonStage0,"[{}, {'action': 'stand1', 'frame': '0', 'delay': '60'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -113'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -115'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -116'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -115'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -114'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -113'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -112'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -113'}]"
ABonStage1,"[{}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -115'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -115'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -116'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -115'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -114'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -113'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -112'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '0, -113'}]"
ABsuccessor_prep,"[{'action': 'swingT2', 'frame': '1', 'delay': '-120'}]"
ABsuccessor,"[{'action': 'swingT2', 'frame': '1', 'delay': '-30'}, {'action': 'swingT2', 'frame': '1', 'delay': '330'}]"
ABsuccessor_end,"[{'action': 'swingT2', 'frame': '1', 'delay': '180'}]"
ABbubbleStar,"[{'action': 'stabO1', 'frame': '0', 'delay': '-60'}, {'action': 'stabO1', 'frame': '1', 'delay': '420'}]"
ABlyricalCross,"[{'action': 'alert', 'frame': '1', 'delay': '90'}, {'action': 'alert', 'frame': '2', 'delay': '270'}, {'action': 'swingP1', 'frame': '0', 'delay': '630'}]"
ABstingExplosion,"[{'action': 'stabO2', 'frame': '0', 'delay': '-180'}, {'action': 'stabO2', 'frame': '1', 'delay': '240'}, {'action': 'alert', 'frame': '2', 'delay': '300'}]"
ABstingExplosion_second,"[{'action': 'swingT1', 'frame': '2', 'delay': '-90'}, {'action': 'swingT1', 'frame': '0', 'delay': '450'}]"
ABpinkScud,"[{'action': 'stabO1', 'frame': '1', 'delay': '-30'}, {'action': 'stabO1', 'frame': '1', 'delay': '570'}]"
ABpowerTransfer,"[{'action': 'alert', 'frame': '2', 'delay': '90'}, {'action': 'alert', 'frame': '1', 'delay': '90'}, {'action': 'alert', 'frame': '0', 'delay': '810'}]"
ABsoulSeeker,"[{'action': 'swingT1', 'frame': '0', 'delay': '-540'}, {'action': 'swingT2', 'frame': '2', 'delay': '90'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '-5, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '-10, 0'}]"
ABsoulSeekerNew,"[{}, {'action': 'alert', 'frame': '0', 'delay': '0'}, {'action': 'swingT1', 'frame': '1', 'delay': '-60', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '0', 'delay': '-240', 'pos': '4, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '60'}, {'action': 'swingT1', 'frame': '2', 'delay': '60', 'pos': '-2, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '390', 'pos': '-3, 0'}]"
ABgiganticIcycle,"[{'action': 'swingO2', 'frame': '0', 'delay': '-180'}, {'action': 'swingO2', 'frame': '2', 'delay': '240'}, {'action': 'alert', 'frame': '2', 'delay': '300'}]"
ABlandCrash,"[{'action': 'alert', 'frame': '2', 'delay': '0'}, {'action': 'swingT1', 'frame': '0', 'delay': '-360', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '300', 'pos': '5, 0'}, {'action': 'alert', 'frame': '2', 'delay': '60'}]"
ABcallOfAncient,"[{'action': 'swingT2', 'frame': '1', 'delay': '60'}, {'action': 'swingT1', 'frame': '0', 'delay': '240'}, {'action': 'swingT1', 'frame': '0', 'delay': '540'}]"
ABironLotus,"[{'action': 'alert', 'frame': '1', 'delay': '60'}, {'action': 'alert', 'frame': '0', 'delay': '960'}, {'action': 'alert', 'frame': '1', 'delay': '60'}]"
ABprimalRoar,"[{'action': 'swingOF', 'frame': '0', 'delay': '0'}, {'action': 'swingOF', 'frame': '1', 'delay': '60', 'pos': '3, 0'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '8, 0'}, {'action': 'swingOF', 'frame': '3', 'delay': '240', 'pos': '21, 0'}, {'action': 'alert', 'frame': '0', 'delay': '420'}]"
ABtrinity_first,"[{'action': 'alert', 'frame': '0', 'delay': '0'}, {'action': 'stabO1', 'frame': '1', 'delay': '-60', 'pos': '8, 0'}, {'action': 'swingT2', 'frame': '0', 'delay': '60', 'pos': '11, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '60', 'pos': '8, 0'}, {'action': 'swingT2', 'frame': '0', 'delay': '60', 'pos': '11, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '240', 'pos': '8, 0'}, {'action': 'swingP1', 'frame': '2', 'delay': '60', 'pos': '17, 0'}, {'action': 'swingO3', 'frame': '2', 'delay': '240', 'pos': '24, 0'}]"
ABtrinity_second,"[{'action': 'swingOF', 'frame': '3', 'delay': '-180'}, {'action': 'swingOF', 'frame': '3', 'delay': '90', 'pos': '-30, -100'}, {'action': 'swingOF', 'frame': '3', 'delay': '120', 'pos': '-40, -140', 'rotation': '90'}, {'action': 'swingOF', 'frame': '3', 'delay': '60', 'pos': '-20, -170', 'rotation': '180'}, {'action': 'swingOF', 'frame': '3', 'delay': '30', 'pos': '0, -140', 'rotation': '270'}]"
ABtrinity_third,"[{'action': 'swingP1', 'frame': '2', 'delay': '90', 'pos': '15, -140'}, {'action': 'swingP1', 'frame': '2', 'delay': '90', 'pos': '15, -141'}, {'action': 'swingP1', 'frame': '2', 'delay': '90', 'pos': '15, -142'}, {'action': 'swingP1', 'frame': '2', 'delay': '90', 'pos': '15, -143'}, {'action': 'swingP1', 'frame': '2', 'delay': '90', 'pos': '15, -144'}]"
ABfatality,"[{'action': 'alert', 'frame': '2', 'delay': '0'}, {'action': 'swingT1', 'frame': '2', 'delay': '-60', 'pos': '18, 0'}, {'action': 'swingP2', 'frame': '1', 'delay': '-60', 'pos': '-32, -134', 'rotation': '90'}, {'action': 'swingP2', 'frame': '1', 'delay': '-60', 'pos': '-20, -223', 'rotation': '180'}, {'action': 'swingP2', 'frame': '1', 'delay': '-60', 'pos': '25, -217', 'rotation': '270'}, {'action': 'swingP2', 'frame': '1', 'delay': '-60', 'pos': '6, -180'}, {'action': 'swingP2', 'frame': '1', 'delay': '-60', 'pos': '6, -184'}, {'action': 'swingP2', 'frame': '1', 'delay': '-60', 'pos': '6, -186'}, {'action': 'swingPF', 'frame': '3', 'delay': '60', 'pos': '40, -147'}, {'action': 'swingPF', 'frame': '3', 'delay': '240', 'pos': '40, 0'}, {'action': 'alert', 'frame': '2', 'delay': '150'}]"
ABsoulResonance_prep,"[{'action': 'stand1', 'frame': '1', 'delay': '0'}, {'action': 'swingP2', 'frame': '0', 'delay': '-60', 'pos': '0, 0'}, {'action': 'swingP2', 'frame': '1', 'delay': '-60', 'pos': '0, 0'}, {'action': 'fly', 'frame': '0', 'delay': '-60', 'pos': '0, -14'}, {'action': 'swingTF', 'frame': '0', 'delay': '-60', 'pos': '0, -23'}, {'action': 'fly', 'frame': '1', 'delay': '-60', 'pos': '0, -14'}]"
ABsoulResonance,"[{'action': 'fly', 'frame': '0', 'delay': '0', 'pos': '-2, -14'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '-2, -14'}, {'action': 'swingTF', 'frame': '0', 'delay': '60', 'pos': '0, -23'}, {'action': 'fly', 'frame': '1', 'delay': '60', 'pos': '-3, -14'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '-2, -14'}, {'action': 'swingTF', 'frame': '0', 'delay': '60', 'pos': '0, -23'}, {'action': 'fly', 'frame': '1', 'delay': '60', 'pos': '-3, -14'}]"
ABsoulResonance_end,"[{'action': 'fly', 'frame': '0', 'delay': '0', 'pos': '-2, -15'}, {'action': 'fly', 'frame': '0', 'delay': '60', 'pos': '-2, -15'}, {'action': 'swingTF', 'frame': '0', 'delay': '60', 'pos': '0, -24'}, {'action': 'fly', 'frame': '1', 'delay': '60', 'pos': '-3, -15'}, {'action': 'swingO1', 'frame': '2', 'delay': '90', 'pos': '36, -1'}]"
ABsoulGaze,"[{'action': 'alert', 'frame': '2', 'delay': '0'}, {'action': 'alert', 'frame': '1', 'delay': '60'}, {'action': 'swingT1', 'frame': '2', 'delay': '540', 'pos': '17, 0'}, {'action': 'swingT1', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '0', 'delay': '240', 'pos': '3, 0'}, {'action': 'alert', 'frame': '2', 'delay': '180'}]"
ABteleportRoom,"[{'action': 'stand1', 'frame': '0', 'delay': '0'}, {'action': 'swingT2', 'frame': '0', 'delay': '720', 'pos': '1, -1'}, {'action': 'swingOF', 'frame': '3', 'delay': '60', 'pos': '41, 1'}, {'action': 'blink', 'frame': '0', 'delay': '900'}]"
HY2112beyonder_first,"[{'action': 'swingT2', 'frame': '0', 'delay': '-60'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '0, -80', 'rotation': '90'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '0, -100', 'rotation': '180'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '0, -105', 'rotation': '270'}, {'action': 'swingT2', 'frame': '1', 'delay': '-60', 'pos': '0, -105', 'rotation': '270'}, {'action': 'swingT2', 'frame': '1', 'delay': '-60', 'pos': '0, -100', 'rotation': '270'}, {'action': 'swingT2', 'frame': '2', 'delay': '240'}, {'action': 'alert', 'frame': '2', 'delay': '180'}]"
HY2112beyonder_second,"[{'action': 'stabT1', 'frame': '1', 'delay': '-60', 'pos': '40, 0'}, {'action': 'stabT1', 'frame': '1', 'delay': '-60', 'pos': '42, 0'}, {'action': 'stabT1', 'frame': '1', 'delay': '-60', 'pos': '44, 0'}, {'action': 'stabT1', 'frame': '1', 'delay': '-60', 'pos': '46, 0'}, {'action': 'stabT1', 'frame': '2', 'delay': '60', 'pos': '5, 0'}, {'action': 'stabT1', 'frame': '2', 'delay': '60'}, {'action': 'stabT1', 'frame': '2', 'delay': '60', 'pos': '-2, 0'}, {'action': 'stabT1', 'frame': '2', 'delay': '60', 'pos': '-4, 0'}, {'action': 'alert', 'frame': '2', 'delay': '120'}]"
HY2112beyonder_third,"[{'action': 'swingP1', 'frame': '0', 'delay': '-60', 'pos': '10, 0'}, {'action': 'swingP1', 'frame': '0', 'delay': '-60', 'pos': '12, 0'}, {'action': 'swingP1', 'frame': '0', 'delay': '-60', 'pos': '14, 0'}, {'action': 'swingP1', 'frame': '0', 'delay': '-60', 'pos': '15, 0'}, {'action': 'swingP1', 'frame': '0', 'delay': '-60', 'pos': '16, 0'}, {'action': 'swingP1', 'frame': '1', 'delay': '-60', 'pos': '10, 0'}, {'action': 'swingP1', 'frame': '2', 'delay': '60', 'pos': '4, 0'}, {'action': 'swingP1', 'frame': '2', 'delay': '60', 'pos': '2, 0'}, {'action': 'swingP1', 'frame': '2', 'delay': '60', 'pos': '0, 0'}, {'action': 'swingP1', 'frame': '2', 'delay': '60', 'pos': '-1, 0'}]"
HY2112comboUnlimited,"[{'action': 'swingP1', 'frame': '0', 'delay': '720'}, {'action': 'swingP1', 'frame': '2', 'delay': '810'}]"
HY6512superNova,"[{'action': 'alert', 'frame': '2', 'delay': '0'}, {'action': 'swingT1', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '0', 'delay': '300', 'pos': '3, 0'}, {'action': 'swingP1', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'alert', 'frame': '2', 'delay': '120'}]"
HY6512soulExalt,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'alert', 'frame': '1', 'delay': '60'}, {'action': 'alert', 'frame': '0', 'delay': '120'}, {'action': 'swingT1', 'frame': '1', 'delay': '60'}, {'action': 'swingT1', 'frame': '0', 'delay': '330'}]"
HY6512finalContract,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'alert', 'frame': '1', 'delay': '60'}, {'action': 'alert', 'frame': '0', 'delay': '120'}, {'action': 'swingT1', 'frame': '1', 'delay': '60'}, {'action': 'swingT1', 'frame': '0', 'delay': '330'}]"
HY2312wrathOfEnlil,"[{'action': 'alert', 'frame': '0', 'delay': '-30'}, {'action': 'blink', 'frame': '0', 'delay': '240'}, {'action': 'blink', 'frame': '0', 'delay': '450'}, {'action': 'swingOF', 'frame': '3', 'delay': '180'}]"
HY6112prominence,"[{'action': 'alert', 'frame': '2', 'delay': '-90'}, {'action': 'alert', 'frame': '1', 'delay': '-90'}, {'action': 'alert', 'frame': '0', 'delay': '-90'}, {'action': 'swingOF', 'frame': '3', 'delay': '-90'}, {'action': 'swingT2', 'frame': '1', 'delay': '-90'}, {'action': 'swingT1', 'frame': '1', 'delay': '-1170'}, {'action': 'swingT1', 'frame': '1', 'delay': '1230'}, {'action': 'alert', 'frame': '0', 'delay': '90'}]"
HY2412roseCarteFinale,"[{'action': 'alert', 'frame': '0', 'delay': '-60'}, {'action': 'swingO1', 'frame': '0', 'delay': '-60'}, {'action': 'swingO1', 'frame': '1', 'delay': '-60'}, {'action': 'swingO1', 'frame': '2', 'delay': '-660'}, {'action': 'swingO2', 'frame': '0', 'delay': '60'}, {'action': 'swingO2', 'frame': '1', 'delay': '60'}, {'action': 'swingO2', 'frame': '2', 'delay': '240'}]"
HY112rageUprising,"[{'action': 'alert', 'frame': '2', 'delay': '0'}, {'action': 'swingT3', 'frame': '1', 'delay': '-90', 'pos': '-3, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '-90', 'pos': '-3, 0'}, {'action': 'swingT1', 'frame': '1', 'delay': '-630', 'pos': '6, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '6, 0'}]"
HY112valhalla,"[{'action': 'swingT1', 'frame': '1', 'delay': '60'}, {'action': 'swingTF', 'frame': '2', 'delay': '570'}, {'action': 'swingT2', 'frame': '2', 'delay': '150'}]"
HY122smite,"[{'action': 'alert', 'frame': '2', 'delay': '-240'}, {'action': 'swingO1', 'frame': '0', 'delay': '-390', 'pos': '-12, 0'}, {'action': 'swingO1', 'frame': '1', 'delay': '-90', 'pos': '-18, 0'}, {'action': 'swingO1', 'frame': '2', 'delay': '600', 'pos': '-6, 0'}]"
HY122sacrosanctity,"[{'action': 'alert', 'frame': '2', 'delay': '900'}]"
HY132darkSynthesis,"[{'action': 'alert', 'frame': '2', 'delay': '-60'}, {'action': 'alert', 'frame': '1', 'delay': '-60', 'pos': '1, 0'}, {'action': 'alert', 'frame': '0', 'delay': '-120', 'pos': '1, 0'}, {'action': 'swingO1', 'frame': '2', 'delay': '-60', 'pos': '27, -151'}, {'action': 'swingOF', 'frame': '1', 'delay': '-60', 'pos': '-1, -159'}, {'action': 'swingO2', 'frame': '2', 'delay': '-60', 'pos': '15, -159'}, {'action': 'swingOF', 'frame': '3', 'delay': '-180', 'pos': '30, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '240'}, {'action': 'alert', 'frame': '2', 'delay': '120'}]"
HY132darkThirst,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'alert', 'frame': '1', 'delay': '300'}, {'action': 'swingP1', 'frame': '1', 'delay': '420', 'pos': '6, 0'}, {'action': 'alert', 'frame': '2', 'delay': '120'}]"
HY212megiddoFlame,"[{'action': 'swingO1', 'frame': '2', 'delay': '-630'}, {'action': 'swingO2', 'frame': '2', 'delay': '90', 'pos': '-2, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '90', 'pos': '-4, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '90', 'pos': '-5, 0'}]"
HY212fireAura,"[{'action': 'swingO2', 'frame': '1', 'delay': '-90'}, {'action': 'swingO2', 'frame': '0', 'delay': '-900'}, {'action': 'swingO2', 'frame': '2', 'delay': '360'}]"
HY222lightningSphere_prep,"[{'action': 'alert', 'frame': '0', 'delay': '-780'}, {'action': 'swingO2', 'frame': '1', 'delay': '60', 'pos': '3, 0'}]"
HY222lightningSphere,"[{'action': 'swingO2', 'frame': '0', 'delay': '960', 'pos': '1, 0'}]"
HY222lightningSphere_end,"[{'action': 'swingO2', 'frame': '0', 'delay': '120', 'pos': '1, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '480', 'pos': '2, 0'}]"
5thGramHolder,"[{'action': 'alert', 'frame': '0', 'delay': '60'}, {'action': 'alert', 'frame': '1', 'delay': '60'}, {'action': 'alert', 'frame': '0', 'delay': '90'}]"
HY232heavensDoor,"[{'action': 'alert', 'frame': '0', 'delay': '-180'}, {'action': 'alert', 'frame': '2', 'delay': '180'}]"
HY232vengenceOfAngel,"[{'action': 'alert', 'frame': '2', 'delay': '90'}, {'action': 'alert', 'frame': '1', 'delay': '90'}, {'action': 'alert', 'frame': '0', 'delay': '300'}]"
HY5112deadlyCharge,"[{'action': 'alert', 'frame': '0', 'delay': '0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-30', 'pos': '38, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-60', 'pos': '40, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-60', 'pos': '41, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-180', 'pos': '42, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '60', 'pos': '13, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '60', 'pos': '9, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '60', 'pos': '7, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '180', 'pos': '6, 0'}, {'action': 'stabOF', 'frame': '0', 'delay': '150', 'pos': '-15, 0'}]"
HY5112sacredCube,"[{'action': 'alert', 'frame': '2', 'delay': '90'}]"
HY312stormArrowMovablePre,"[{'action': 'shoot1', 'frame': '1', 'delay': '60'}, {'action': 'shoot1', 'frame': '1', 'delay': '60'}]"
HY312stormArrowMovable,"[{'action': 'shoot1', 'frame': '1', 'delay': '300'}, {'action': 'shoot1', 'frame': '1', 'delay': '150'}, {'action': 'shoot1', 'frame': '1', 'delay': '350'}]"
